model,sample_pos,test_index,mse,rmse,mae,bias_mean,max_abs_error,relative_l2
UNET,64,1381,1.598250897451433e-15,3.997813023956264e-08,2.6182683219484814e-08,-1.1824895754757194e-08,2.0831112124142237e-07,0.0697980222202302
UNET,65,532,6.6046809867670635e-16,2.5699573900683767e-08,1.5170965110097617e-08,6.961469559177548e-09,3.952532097173389e-07,0.07896552609705353
UNET,66,1097,8.967070780010055e-15,9.469461853775037e-08,5.217264804014154e-08,2.8195723549209295e-08,8.538045221939683e-07,0.1503314094188909
UNET,67,2603,2.672847847515696e-14,1.6348846587804585e-07,1.3130203266231637e-07,2.1636550742124012e-08,6.384103699019761e-07,0.1455614000381149
UNET,68,651,1.8763167347493325e-14,1.3697871129300832e-07,1.0975647273078413e-07,-6.937606319462409e-08,7.122321221686434e-07,0.10021621014430684
UNET,69,2541,1.4839226498533324e-15,3.852171660055315e-08,2.3917386050313594e-08,3.385664095767035e-09,3.183927219652105e-07,0.09398297925898756
UNET,70,2431,1.4260113078803796e-14,1.1941571537617566e-07,8.79893223265942e-08,5.4062424784773465e-08,4.012226781924255e-07,0.11991834864627736
UNET,71,1188,9.760596457243327e-16,3.12419532955981e-08,1.956895971954631e-08,6.531715578989832e-09,3.123291207884904e-07,0.08641962095217139
UNET,72,1711,7.674967516360357e-16,2.7703731727621744e-08,1.380255345500316e-08,-3.770499775841146e-09,3.5865241443389095e-07,0.07704088534832464
UNET,73,0,5.978465365974247e-14,2.4450900527330783e-07,1.9263535782024953e-07,1.7028096680402845e-07,9.498560302745318e-07,0.2298528548318562
UNET,74,598,2.5928974662175e-15,5.092050143328814e-08,3.7673245581200635e-08,-3.1763786561493645e-08,3.0849787435727194e-07,0.10941077618151224
UNET,75,289,2.4560521024553084e-15,4.9558572441660465e-08,3.775976851662111e-08,1.892091816176089e-08,3.4527101888670586e-07,0.14220848079376183
UNET,76,1641,1.4645807962118366e-14,1.2101986598124444e-07,7.861051458616763e-08,5.018159749651387e-08,8.914114459912525e-07,0.1859115731371454
UNET,77,807,4.275240781824117e-14,2.0676655391586224e-07,1.5591618535788859e-07,-4.2477663765454875e-09,7.748471944069024e-07,0.1559295852388308
UNET,78,2457,6.020801211376243e-16,2.4537320985340357e-08,1.40934127919922e-08,2.651245336680711e-10,3.2533171179238707e-07,0.07718255047715762
UNET,79,812,8.395850822028717e-15,9.16288754816336e-08,7.41661225887013e-08,3.9212802332641305e-08,4.2825126911338884e-07,0.10246678435760304
UNET,80,2549,1.1538067596567791e-15,3.3967731152621586e-08,1.5906394487383853e-08,1.0825576966500475e-08,3.260224730183836e-07,0.09234514378282886
UNET,81,2459,3.1134450948119814e-14,1.764495705523814e-07,1.3573397544019413e-07,9.107801415677734e-08,5.222673280513845e-07,0.20850085302014248
UNET,82,831,1.473357437319591e-14,1.2138193594269253e-07,8.913534318601085e-08,4.886869731634956e-08,6.624895831919275e-07,0.16249790649461862
UNET,83,1502,1.0054600642389797e-15,3.1708990274667843e-08,1.9368726638735884e-08,2.083079042071927e-09,2.7755640985560603e-07,0.08457393890584933
UNET,84,1957,1.924646011736241e-15,4.3870787680827445e-08,3.219685541695099e-08,5.89541176643128e-10,2.3417624106514268e-07,0.07997565992337591
UNET,85,196,1.8186135785345255e-15,4.2645205809498977e-08,2.384343107053278e-08,-6.4038392729898166e-09,3.1800732358533423e-07,0.09214069525732807
UNET,86,2222,1.2673084497804268e-14,1.1257479512663689e-07,9.003813120747989e-08,-3.780339752703253e-08,6.030380745869479e-07,0.08810341785332912
UNET,87,2040,3.0228510883922743e-15,5.4980460969259564e-08,3.510068248812648e-08,2.3263385219513536e-08,4.2532929001026787e-07,0.0984542930041639
UNET,88,2763,1.133235826986777e-15,3.366356824501492e-08,2.4130093585840248e-08,1.1455529580160826e-08,2.6763518690131605e-07,0.09582487192207034
UNET,89,2839,1.5651153893665314e-15,3.956153926942848e-08,2.391547096043067e-08,-1.023801091340968e-08,2.6401880859339144e-07,0.09951211807968782
UNET,90,1933,1.321443825556227e-15,3.635166881391041e-08,2.2760158560001404e-08,-1.0076563049322918e-08,3.3277046895818785e-07,0.09021367189568391
UNET,91,194,4.134224585634441e-15,6.429793609156082e-08,4.8753708589085435e-08,-4.131140756688921e-08,3.2225057111645583e-07,0.08390396275407049
UNET,92,2563,2.417250671725409e-15,4.91655435414418e-08,3.137602041850782e-08,1.276726283438765e-08,2.6505888683914236e-07,0.11241303803640977
UNET,93,256,2.0747138725804632e-14,1.4403867093876085e-07,1.0415933480547307e-07,-8.048976494180101e-08,8.703812000021571e-07,0.15281598263461588
UNET,94,1732,1.2352772990877797e-15,3.5146511904992503e-08,1.9441055449466042e-08,-6.467804430928201e-09,3.7812787923030555e-07,0.09409205696908952
UNET,95,1937,4.25815044693863e-15,6.52545051849957e-08,4.5216504192656547e-08,1.929445220841537e-08,6.041047981852898e-07,0.09293143189923138
UNET,96,331,1.474105027255285e-15,3.839407541867996e-08,2.5229149882652107e-08,-2.333477032244385e-09,3.2116304282681085e-07,0.08790204200134612
UNET,97,2764,8.457482708692724e-16,2.9081751509654164e-08,1.868337847029084e-08,4.0004560624744993e-10,3.74104729417013e-07,0.07664436681144116
UNET,98,2632,2.8225135529381704e-14,1.6800337951773978e-07,1.3760957732805475e-07,4.577779848192339e-08,6.318239229585743e-07,0.1309518881369892
UNET,99,2654,3.725356319510627e-15,6.103569709203482e-08,4.430225134133336e-08,2.995347812966023e-08,2.666392902028747e-07,0.1398160755399446
UNET,100,612,2.746425262554163e-15,5.240634754067644e-08,3.855753633582418e-08,1.2568429296492855e-08,2.39219616560149e-07,0.10959505084630554
UNET,101,746,1.3677143991540882e-14,1.1694932232185393e-07,8.674693459589038e-08,-7.38544418691033e-09,5.267484084470198e-07,0.1079853442700762
UNET,102,457,8.638057879343029e-16,2.9390573113403267e-08,1.556042592176461e-08,6.358125580262744e-09,3.5728135117096826e-07,0.09011070027977322
UNET,103,1897,4.24119368663085e-15,6.512444768772208e-08,4.427658272881e-08,-2.8744423073716035e-08,4.7492289922956843e-07,0.09250539934638922
UNET,104,1912,3.6448036411666674e-15,6.037220917911376e-08,4.4815632188676434e-08,-3.8291704015830365e-08,2.755118657660205e-07,0.10008974207224976
UNET,105,736,1.0557140735314887e-15,3.249175393128984e-08,2.2668377290369637e-08,4.185895430049258e-09,3.143049980280921e-07,0.0797438062280835
UNET,106,2127,7.18065859827898e-15,8.473876679701552e-08,6.47538818819434e-08,3.6495718656968535e-08,2.205188138759695e-07,0.1719456373752087
UNET,107,410,8.503043611568989e-15,9.221194939685956e-08,6.973347577351461e-08,3.685135354517712e-08,3.450718395470176e-07,0.14558165141599042
UNET,108,51,5.910849197878346e-15,7.688204730545582e-08,5.254707582944222e-08,-4.381695816107219e-08,3.6869403174932813e-07,0.10727435117947769
UNET,109,2441,6.959855798752892e-15,8.342575021390514e-08,6.183467240723844e-08,-1.3906508557373082e-08,3.9871417811809806e-07,0.08723813787982125
UNET,110,2323,5.697404637652692e-16,2.3869236765453334e-08,1.508760916676724e-08,5.2289886390793355e-09,2.644483174663037e-07,0.06308458347040682
UNET,111,764,8.343654782200147e-16,2.888538520117076e-08,1.984280224615368e-08,5.416145476254572e-09,3.4898357625934295e-07,0.08000834496421987
UNET,112,1505,8.002032172136695e-16,2.8287863426099707e-08,1.744443786135211e-08,-1.0600197464392225e-08,2.48894593823934e-07,0.07178285182102871
UNET,113,700,1.7345696462859405e-15,4.164816498101616e-08,2.9534966326078318e-08,2.0971826892284427e-08,3.596314854803495e-07,0.1309277448898949
UNET,114,1422,5.44848285189101e-15,7.381383916238886e-08,5.409898529509156e-08,3.112138310748494e-08,4.729836291517131e-07,0.11727807076397798
UNET,115,2823,6.540533840581999e-16,2.557446742472265e-08,1.1606190228350048e-08,-5.446887934909923e-09,2.713013600441627e-07,0.07113346303856548
UNET,116,1624,4.687478207435234e-15,6.846516053757001e-08,4.84668560720029e-08,4.380976321233981e-08,3.5082439353573136e-07,0.10221037624756733
UNET,117,2936,3.124238358987669e-15,5.589488669804841e-08,4.183162671558395e-08,-8.363785650092411e-09,3.4319555197726004e-07,0.07266688560091354
UNET,118,1763,6.976861704724533e-15,8.352761043346405e-08,6.503334577306731e-08,2.7110712687980874e-08,5.545630301639903e-07,0.09583800653047189
UNET,119,1237,1.0044985135513351e-14,1.0022467328713699e-07,7.405606037158772e-08,-6.510978887567557e-08,4.768046437675366e-07,0.1301861786872848
UNET,120,1894,1.1770837819807147e-15,3.430865462213164e-08,2.4630646704337056e-08,4.742069710109727e-09,3.464228939265013e-07,0.09542368382137648
UNET,121,2303,9.90355008673425e-16,3.1469906397595545e-08,1.8871485127803987e-08,8.052457893933504e-09,3.775880941248033e-07,0.06355621815200031
UNET,122,1116,1.0459224569375897e-15,3.2340724434334953e-08,2.0414046777587933e-08,-1.4861430684831975e-09,3.213690433767624e-07,0.05961987060811082
UNET,123,2377,1.4277654929104981e-15,3.778578427015242e-08,2.0100075014251173e-08,-3.745282748209372e-09,3.04431182485132e-07,0.10107999551684566
UNET,124,1410,4.279474724601863e-15,6.541769427763305e-08,2.478462775278537e-08,6.312470397150037e-10,1.180453409688198e-06,0.10684063480217847
UNET,125,2329,1.0252983650217433e-14,1.0125701778255882e-07,7.965662577391835e-08,5.1775049966235925e-08,7.369369541265769e-07,0.10217959738111096
UNET,126,1345,1.886512717400566e-14,1.373503810479085e-07,1.0808455241975292e-07,-5.603548405094355e-08,7.329553000090527e-07,0.09945287515820005
UNET,127,1720,4.460641094664219e-15,6.678803107342077e-08,4.527152791295779e-08,2.5332846254595403e-08,4.1615589907451067e-07,0.10344632228183441
UNET,128,1337,9.973484910554298e-16,3.158082473678339e-08,1.8417870552253873e-08,-1.296147963754826e-08,3.354556383783347e-07,0.09268609620759573
UNET,129,2406,1.786761061124565e-14,1.3366978196752492e-07,9.579284016220889e-08,4.208655608506511e-08,8.233155313064344e-07,0.1293930798966046
UNET,130,691,5.695596274586902e-15,7.54691743335443e-08,5.415957012960209e-08,9.437678676868566e-09,7.070079846016597e-07,0.07335209634475236
UNET,131,554,3.270289474502562e-14,1.8083941701140718e-07,1.5031590017234856e-07,8.700652440520664e-08,6.612910965486662e-07,0.1688282005197385
UNET,132,203,1.0792566306840985e-15,3.2852041499488253e-08,2.3059264030401276e-08,4.220999955422048e-09,2.789147401927039e-07,0.08728246055209332
UNET,133,1990,7.910231399420901e-16,2.8125133598653183e-08,1.8095280037647254e-08,-1.2690171307013385e-08,3.194386408722494e-07,0.07623343568153218
UNET,134,2295,4.515050090364582e-15,6.719412243912842e-08,4.8824255977983334e-08,3.2615272148745946e-08,3.251520865887869e-07,0.14569442449245776
UNET,135,67,1.9195244847962314e-15,4.381237821433837e-08,3.100560102451644e-08,1.9872819829331825e-08,3.0909541237633675e-07,0.10670029335793893
UNET,136,1726,2.618779644662217e-14,1.6182643926942894e-07,9.840451282553226e-08,-5.550797174713642e-08,7.192566044977866e-07,0.24157486321055227
UNET,137,2010,1.2740503203260274e-14,1.1287383754998442e-07,7.826526385391056e-08,6.352500994396438e-08,5.557756139751291e-07,0.16155851502853152
UNET,138,817,1.0077392480069782e-15,3.174490900927231e-08,2.0480774229905478e-08,-2.406092008282796e-10,3.167701834172476e-07,0.0726452584239906
UNET,139,1565,7.357158099528187e-15,8.57738777223473e-08,6.23553777464739e-08,3.9920941492051724e-08,3.791838025790639e-07,0.13698042497279905
UNET,140,2945,1.201595952533774e-14,1.0961733223052703e-07,8.263003325651194e-08,-7.385255757952566e-08,4.1447060539212544e-07,0.13205160823043025
UNET,141,433,6.359565852676072e-15,7.974688616288458e-08,6.237789345154531e-08,1.2797913006197704e-08,2.7731812224374153e-07,0.10094062515000651
UNET,142,1578,2.5331406512462818e-15,5.033031542963229e-08,2.9184886495535413e-08,7.96200288561687e-09,8.330445098181372e-07,0.09638751211019633
UNET,143,1206,6.9328225447729446e-15,8.326357273605875e-08,4.9478449736572905e-08,-1.0604639395837307e-08,3.8087384268692404e-07,0.17679948290823128
UNET,144,2446,3.589296792844951e-15,5.99107402127945e-08,4.681771226058769e-08,2.107265974414036e-08,3.1462195693165995e-07,0.08509429688117132
UNET,145,1762,1.3324648609632296e-15,3.650294318220422e-08,2.380657800108605e-08,-3.9494564343458255e-09,3.353329702804331e-07,0.07575528880109143
UNET,146,2618,6.76090238423152e-16,2.6001735296382663e-08,1.5597281551871566e-08,-1.1295701742383026e-08,3.825975909421686e-07,0.07251686307449745
UNET,147,1089,2.7340624401729842e-15,5.228826292938965e-08,3.534356429199526e-08,1.3380937248626217e-08,6.557716005772818e-07,0.10069773472649936
UNET,148,650,1.4984910536630273e-15,3.871034814701396e-08,2.1770401941241273e-08,2.9147050992109165e-10,3.4967092688020784e-07,0.09908850521208964
UNET,149,1716,7.146541367748576e-16,2.673301585633124e-08,1.567685606492439e-08,7.872947537432469e-09,3.0996488931123167e-07,0.0746116141611033
UNET,150,124,1.380866008672197e-15,3.7160005498818174e-08,2.577027021135969e-08,8.30173242442223e-09,2.9008742785663344e-07,0.10670016633045751
UNET,151,324,1.9135407463309415e-15,4.374403669451348e-08,3.0345230732064264e-08,-9.778653080556451e-09,2.0043262338731438e-07,0.07599510075828583
UNET,152,296,1.2394576628624538e-15,3.520593221124039e-08,2.313399278932062e-08,1.0913057939368093e-08,2.9334614737308584e-07,0.09008567111205897
UNET,153,192,1.6529831673713008e-15,4.065689569275181e-08,3.09776395388193e-08,4.627799984796583e-09,2.0261813915567473e-07,0.08722864023508786
UNET,154,246,4.282695921538889e-15,6.544230987319204e-08,3.7727833917438003e-08,-1.6088169792255236e-08,1.0429841950099217e-06,0.10166517994884756
UNET,155,1091,6.868735853856343e-16,2.6208273224034318e-08,1.3579642523489593e-08,-1.1968486407205002e-09,3.556269803084433e-07,0.07925098537641935
UNET,156,1662,2.2141022118024606e-15,4.705424754262319e-08,3.2333170062669e-08,2.3701234929455834e-08,3.3580681702005677e-07,0.11319569640444285
UNET,157,670,4.2594347044154776e-15,6.526434481717776e-08,3.5371191036150345e-08,-2.5335915446382722e-08,3.6604296838049777e-07,0.11719837306651731
UNET,158,432,1.5207041274180812e-15,3.8996206577282375e-08,2.4950499410040403e-08,-9.758281367062599e-09,2.4774271878413856e-07,0.09217524464960448
UNET,159,1995,2.0418359500072642e-15,4.518667889995086e-08,2.9249368021184818e-08,-1.6978590004169597e-08,3.600312084017787e-07,0.10876615558260043
UNET,160,2588,1.3481050564177142e-15,3.671655017043015e-08,2.481592350646932e-08,-1.5697618387117258e-08,2.5284225557697937e-07,0.07827709234981571
UNET,161,785,1.318933806301418e-15,3.631712827718373e-08,2.009246757723842e-08,1.1070621308153596e-08,3.72915110347094e-07,0.08353984285481185
UNET,162,1966,1.5622090994384582e-15,3.9524790947435234e-08,2.814089833134494e-08,1.2744743169384997e-08,3.663240022433456e-07,0.09641075768024832
UNET,163,594,1.31035353951615e-14,1.1447067482618202e-07,8.656885463609142e-08,5.302635677735703e-08,2.8543081498355605e-07,0.15779593202344228
UNET,164,2405,1.9904380671353613e-15,4.461432580612825e-08,3.308209195302347e-08,2.3780767630138298e-08,2.8405975172063336e-07,0.10768719333504591
UNET,165,2606,2.702921690757177e-15,5.198963060800853e-08,4.09401282095575e-08,2.0384286059347814e-08,2.968054104712792e-07,0.07114660272860385
UNET,166,790,9.429556423545007e-15,9.710590313438728e-08,6.880653477662862e-08,5.0143778234306655e-08,5.194226559979143e-07,0.18207381661025684
UNET,167,178,1.8954915539440115e-15,4.353724329748051e-08,3.1849243921791034e-08,1.768313232017688e-08,3.4967297324328683e-07,0.1276150971490636
UNET,168,1286,1.4674325877079302e-14,1.2113763196083743e-07,9.466849712907469e-08,-5.5325034614496944e-08,7.541810305156105e-07,0.12221460131185374
UNET,169,1741,6.178851071228335e-16,2.485729484724421e-08,1.3092133027131896e-08,1.0737459927793021e-09,3.7185918699833564e-07,0.08133330139754019
UNET,170,543,3.263957049469854e-14,1.8066424797036778e-07,1.4825030637626116e-07,-4.537842514401269e-08,6.535823331432766e-07,0.12844121085333496
UNET,171,1106,4.700217506446214e-14,2.167998502408665e-07,1.8030689605805756e-07,8.007669932728468e-08,7.54157554183621e-07,0.1728008449169157
UNET,172,1681,2.1204903395504158e-15,4.604878217228351e-08,3.482964600307579e-08,-3.13526178187068e-08,2.585232437013474e-07,0.1295717358181236
UNET,173,174,8.845869455728085e-16,2.974200641471265e-08,1.587820168119414e-08,2.8967218649993914e-09,2.718628024922509e-07,0.08101179717021802
UNET,174,1554,7.131791452942097e-15,8.444993459406643e-08,6.78160599759922e-08,4.030869424544509e-08,3.2484558687428944e-07,0.15055768498841396
UNET,175,1833,1.437698933451905e-14,1.1990408389424878e-07,9.329780796355928e-08,-6.558049795457634e-08,6.90960717975031e-07,0.11411889014422306
UNET,176,80,3.0711760584102093e-15,5.541819248595365e-08,3.852288889898247e-08,-1.7309208195929394e-08,3.4138747651013546e-07,0.13997293623677545
UNET,177,32,1.2900386416889952e-15,3.5917107924901124e-08,2.2532984120256297e-08,-1.5666583530847453e-08,3.516165634209756e-07,0.08373038968472257
UNET,178,1601,1.4370990631071941e-15,3.790908945236214e-08,2.6928830297492203e-08,1.1390569403762387e-08,2.6001634978456423e-07,0.0883641136918419
UNET,179,2748,7.521136011950764e-15,8.67244833478457e-08,6.430545674495947e-08,-4.713988870741226e-08,4.6637489958811784e-07,0.09642163528791602
UNET,180,999,2.2386192077872868e-15,4.731404873594403e-08,2.9742694406535024e-08,-2.732435065084546e-08,3.211901002941886e-07,0.12196739667818192
UNET,181,1207,4.982628886097957e-15,7.058773892184079e-08,4.615690125072357e-08,2.4540758440079386e-08,3.4803633752744645e-07,0.11731456707965171
UNET,182,2073,2.2818787529199037e-15,4.7769014569278106e-08,3.455540447945755e-08,3.262103618012629e-08,3.514878699206747e-07,0.1446025200538113
UNET,183,759,2.628575767866652e-15,5.1269637875322e-08,3.529770487437269e-08,2.6538768194408444e-08,3.2525355209145346e-07,0.10960894882225365
UNET,184,727,1.547128080862996e-15,3.933354904992678e-08,2.8195628892889594e-08,1.4153099227374734e-09,2.775377652142197e-07,0.08175546389360978
UNET,185,528,4.406926586826849e-15,6.638468638795282e-08,4.559983604352922e-08,1.5446261084129144e-08,3.158565959893167e-07,0.11904797932332403
UNET,186,211,2.355354874484714e-15,4.8531998459621604e-08,2.7812400819144308e-08,-2.3486515185068018e-08,3.2519372439310246e-07,0.14546486665946215
UNET,187,1764,1.7166942993862182e-15,4.143300977947678e-08,2.537120126782989e-08,-1.757770605189075e-08,3.2032676244853064e-07,0.12588353664813776
UNET,188,88,5.351687273583228e-15,7.315522724715732e-08,5.343355317249462e-08,-4.903967486164482e-08,3.434194013607339e-07,0.11530121758534449
UNET,189,1842,7.309116092433225e-15,8.549336870443943e-08,6.312731260410142e-08,3.567197061103284e-08,4.293319761927705e-07,0.12658268748877263
UNET,190,1800,1.9955796572052883e-14,1.412649870705862e-07,1.1665319561388963e-07,8.598796164076054e-08,5.606193553830963e-07,0.1866837953740247
UNET,191,1637,1.556637816421334e-14,1.2476529230604695e-07,9.366482147705058e-08,-4.688579508656784e-08,6.94169557391433e-07,0.10147175377268082
UNET,192,2664,5.12182188589282e-15,7.156690496236944e-08,5.340628697141976e-08,2.55826424980145e-08,3.477866812318098e-07,0.14769659172392757
UNET,193,544,8.41767271320608e-16,2.9013225799979707e-08,2.101546018677216e-08,1.3578040851457573e-08,2.972651600430254e-07,0.08448615351845684
UNET,194,1672,2.557280735745642e-14,1.5991500041414632e-07,1.2311340347960263e-07,1.0305613963221551e-07,7.536966677434975e-07,0.18661687691083445
UNET,195,2254,3.670480852947075e-15,6.058449350243902e-08,3.794420659942368e-08,1.4754255372460371e-08,3.7117695228516823e-07,0.10300212347470272
UNET,196,485,4.730061246999639e-16,2.174870397747792e-08,1.0966877968686415e-08,4.469044496705521e-09,3.848490450764075e-07,0.06596798937612891
UNET,197,443,7.522965512858138e-15,8.673503048283397e-08,5.2914609141152474e-08,2.944888690296746e-08,6.900875177962007e-07,0.15087192574586833
UNET,198,781,6.958342802999592e-16,2.637867093505583e-08,1.459839686451042e-08,8.213278329855274e-09,4.0531313061364926e-07,0.0863236897832375
UNET,199,1896,2.4788565333239795e-15,4.978811638658345e-08,3.507138845717079e-08,-1.2532347027614206e-08,1.9669369066832587e-07,0.118770023643247
UNET,200,2944,2.247581396415592e-15,4.7408663727377843e-08,3.5966943090454555e-08,1.3573542242481438e-08,2.764995770121459e-07,0.12111425036281145
UNET,201,141,2.8252007842526234e-15,5.3152617849477775e-08,4.0098554919272606e-08,1.926790897735575e-08,2.963511178677436e-07,0.1274508557411435
UNET,202,460,7.943324408114102e-15,8.912532977843113e-08,6.978893068013314e-08,3.8964291358769005e-08,3.8361031329259276e-07,0.12273977752232926
UNET,203,2639,1.0581642458579415e-14,1.0286711067478961e-07,7.436319593308602e-08,-6.422763321325513e-08,5.133493914399878e-07,0.11842762096108629
UNET,204,354,3.0841454567856615e-15,5.553508311676198e-08,3.93083228991094e-08,-2.1877193636141056e-09,3.067020770686213e-07,0.08904434704866124
UNET,205,1442,1.7932790011203166e-15,4.234712506322379e-08,3.024134459035827e-08,5.0572728461858416e-09,2.55431132245576e-07,0.10174550884646494
UNET,206,2533,5.2749806525638976e-15,7.26290620383046e-08,5.4122164056258697e-08,1.9731180516766563e-08,3.032555468962528e-07,0.12892424982403997
UNET,207,1273,1.6786283511164852e-15,4.0971067244050225e-08,2.5191228518033995e-08,-1.6846756258721218e-08,3.0566843634005636e-07,0.08377589937795243
UNET,208,175,2.2613445150783037e-15,4.755359623707027e-08,2.8086764365360045e-08,1.5313191019065604e-08,4.4116768549429253e-07,0.09185159905324497
UNET,209,2242,1.5984329283966807e-15,3.9980406806293013e-08,2.8099265058927792e-08,7.573054516492112e-09,3.9163342080428265e-07,0.11892281577905667
UNET,210,2136,1.6847597815806099e-15,4.1045825385544506e-08,2.84644854522421e-08,-2.1112485894086524e-08,2.363153726037126e-07,0.090085326961899
UNET,211,2779,2.2709041147272222e-14,1.506951928472578e-07,1.1337775125217627e-07,6.624954328043267e-08,5.721629179333831e-07,0.20189054435863343
UNET,212,1378,7.864174954932408e-15,8.868018355265402e-08,6.67663991154152e-08,4.4137744170210985e-08,7.382939202216221e-07,0.08704630837948306
UNET,213,2188,1.1414867571815513e-14,1.0684038361881482e-07,8.128668177569553e-08,2.1026937500929187e-08,3.6459596230997704e-07,0.15240196920942448
UNET,214,1835,2.0739699670641848e-15,4.5540860411988096e-08,2.903966992423342e-08,-1.7381981939459452e-08,2.3928669179440476e-07,0.08762862622255085
UNET,215,2749,1.3767756355395617e-14,1.1733608292164699e-07,7.469805527298327e-08,-5.086374863062995e-08,6.62613956592395e-07,0.15586820723944741
UNET,216,506,8.93130701193457e-16,2.988529238929171e-08,2.1408032226521408e-08,5.001029619518451e-09,2.8843714972026646e-07,0.08715694681003855
UNET,217,1465,3.208383132340375e-15,5.66425911513622e-08,3.88975498902059e-08,-3.135028284082889e-08,3.1685090107202996e-07,0.09368262274300526
UNET,218,1196,1.3936862676508314e-14,1.1805449028524207e-07,8.93939643103587e-08,5.8299859876426933e-08,4.105791049369145e-07,0.1527904429284403
UNET,219,1607,1.6717182070659773e-14,1.2929494216967565e-07,9.681888738682281e-08,4.22100567449315e-08,6.725011871822062e-07,0.13892059529160203
UNET,220,177,2.1961584209100734e-15,4.6863188334876164e-08,3.029717170155761e-08,1.5140617444527384e-08,4.3969203034066595e-07,0.09795357165165357
UNET,221,940,3.370145634356508e-15,5.805295543171345e-08,4.38305930151209e-08,2.6150753280028157e-08,3.1235504138749093e-07,0.12893618627485687
UNET,222,1362,5.883310935169751e-16,2.4255537378441546e-08,1.020730790987588e-08,5.532244224740455e-09,4.6464310798910446e-07,0.08444837571692901
UNET,223,184,7.680262087705909e-16,2.7713285780841488e-08,1.6776915694814133e-08,9.991686200336873e-09,3.698182808875572e-07,0.08031267201205895
UNET,224,2909,2.24334041047144e-15,4.7363914644710696e-08,3.581596338028516e-08,1.0154707733511355e-08,1.8375658328295685e-07,0.09729359921781053
UNET,225,2093,2.3421571866206034e-15,4.8395838525854716e-08,3.340215381833426e-08,2.2410969238527914e-08,3.3386913855792955e-07,0.1294431815219431
UNET,226,765,1.2882684751049337e-15,3.589245707812344e-08,2.509281233319912e-08,-1.9775058169963694e-08,2.848250915121753e-07,0.09186326501193233
UNET,227,2425,1.9320561811834767e-15,4.395516103011655e-08,3.218236563311336e-08,-2.0449625040620706e-08,2.8186650524730794e-07,0.07983156232603936
UNET,228,2547,1.348743563246651e-15,3.6725244223104235e-08,2.3701284005255257e-08,2.1685668771641655e-08,4.205635377729777e-07,0.10631347458486093
UNET,229,1090,5.124747773663406e-16,2.263790576370395e-08,1.3648532979966052e-08,-6.428998788353131e-09,2.503647920093499e-07,0.06390880605805128
UNET,230,44,2.0233444232025557e-14,1.4224431177388273e-07,1.0182385037537268e-07,7.910349182886732e-08,4.183339115115814e-07,0.20598330551075847
UNET,231,1321,6.064823006202792e-15,7.787697353006723e-08,5.447107725294494e-08,3.710371501897106e-08,3.50180926034227e-07,0.12201527587782462
UNET,232,420,1.560129061152722e-14,1.2490512644214095e-07,8.76267880894926e-08,2.0932323591312647e-08,7.78088292463508e-07,0.1438531542989608
UNET,233,2357,2.3609558854443764e-15,4.858966850519127e-08,3.643599443279496e-08,2.337114249587201e-08,2.4816927179927006e-07,0.10933472035382813
UNET,234,2718,1.025261598668214e-14,1.0125520226972113e-07,7.016039737450725e-08,-2.366610710511854e-08,5.004304739486543e-07,0.14301641220016792
UNET,235,507,2.3490903382570998e-15,4.8467415221539307e-08,3.4954573971766255e-08,-1.8696680717565532e-08,3.3484047889942303e-07,0.07562250848504468
UNET,236,251,2.3335984637919776e-15,4.830733343698426e-08,3.606342167849095e-08,1.618648037421603e-08,3.5370158002479e-07,0.14085338340941506
UNET,237,2469,2.7720530098090274e-15,5.26502897409789e-08,3.9204685195132146e-08,-2.668579510807416e-08,3.1961388913259725e-07,0.08363486465271773
UNET,238,787,7.062077453291914e-16,2.6574569522932846e-08,1.6419975633341933e-08,-1.1229883035542397e-08,3.717063918884378e-07,0.06492172590184744
UNET,239,840,7.440231839642607e-15,8.625677851417015e-08,5.0550302046651064e-08,-4.070382685568979e-08,3.779898634093115e-07,0.20395011607281405
UNET,240,2712,5.420589727625948e-15,7.36246543463937e-08,5.3851166812816135e-08,-1.3709161939240677e-08,2.9554712455137633e-07,0.1249280623991866
UNET,241,644,1.2234446814982505e-15,3.497777410725632e-08,1.739635730703847e-08,-7.462007961523727e-10,3.564200596883893e-07,0.09950274483757161
UNET,242,567,1.0696503941238487e-15,3.2705510149267644e-08,2.0599190592022008e-08,2.78282797428923e-09,3.8553253034478985e-07,0.08500326898716488
UNET,243,2144,7.609478498062968e-16,2.7585283210550817e-08,1.687222367114752e-08,1.0560634632253495e-09,2.798587956931442e-07,0.07943961721078714
UNET,244,2271,1.8093287027389557e-14,1.345112895908353e-07,1.0027978586392928e-07,4.7460091326279105e-08,3.434461177675985e-07,0.1721585288940032
UNET,245,2755,1.4909666640355113e-15,3.861303748781636e-08,2.5807792108450146e-08,5.339338227674765e-09,2.405097347946139e-07,0.09085048931640019
UNET,246,162,1.680074982311827e-15,4.0988717744177204e-08,2.8491160406996014e-08,1.5367749117990295e-08,3.5808761822408997e-07,0.10807729789350422
UNET,247,2227,8.931283052662249e-16,2.9885252303874314e-08,1.516140592659145e-08,5.288568341376628e-10,2.808592398650944e-07,0.07354285405783928
UNET,248,2413,5.356410452072598e-15,7.318750202099125e-08,5.4864223627603116e-08,-4.3958876870522644e-08,3.8825680803711293e-07,0.12256008666807391
